text;label
Mình muốn hỏi về công nhận mở lớp học phần của khoa Điện tử viễn thông.;__label__Academic
Điểm rèn luyện được chấm theo tiêu chí nào?;__label__Academic
Điểm chuyên cần chiếm bao nhiêu phần trăm?;__label__Academic
Em cần điều kiện cụ thể để đi thực tập trong ngành Cơ khí.;__label__Academic
Có được mang điện thoại tắt nguồn vào phòng thi không?;__label__Academic
Có cộng điểm thưởng cho hoạt động ngoại khóa không?;__label__Academic
Mình muốn hỏi về đánh giá rèn luyện của khoa Điện tử viễn thông.;__label__Academic
Mình muốn hỏi về học phí theo tín chỉ của khoa Quản trị kinh doanh.;__label__Academic
Bao nhiêu tín chỉ thì được xét tốt nghiệp?;__label__Academic
Có được giảm học phí khi đạt giải nghiên cứu khoa học không?;__label__Academic
Có được mang nước uống vào phòng thi không?;__label__Academic
Nếu quên đóng học phí thì sao?;__label__Academic
Điểm dưới 5 có được học cải thiện không?;__label__Academic
Điểm phúc khảo có thể tăng giảm không?;__label__Academic
Điều kiện và mốc thời gian cảnh báo học vụ là gì ạ?;__label__Academic
Mức học phí theo tín chỉ cho ngành Điện tử viễn thông là bao nhiêu ạ?;__label__Academic
Mình muốn hỏi về hạn rút học phần của khoa Cơ khí.;__label__Academic
Điểm dưới 4.0 có phải học lại không?;__label__Academic
Mình muốn hỏi về chính sách hỗ trợ sinh viên khó khăn của khoa Ngôn ngữ Anh.;__label__Academic
Sinh viên có thể tự chọn tín chỉ nghiên cứu không?;__label__Academic
Mình muốn hỏi về chuyển trường của khoa Luật.;__label__Academic
Mình muốn hỏi về điểm trung bình tích lũy (GPA) của khoa Luật.;__label__Academic
Có cần đóng học phí trước khi đăng ký môn không?;__label__Academic
Mình muốn hỏi về tiên quyết và học trước của khoa Kinh tế.;__label__Academic
Sinh viên quốc tế có mức học phí khác không?;__label__Academic
Điểm GPA có được làm tròn không?;__label__Academic
Mình muốn hỏi về điểm trung bình tích lũy (GPA) của khoa Điện tử viễn thông.;__label__Academic
Có được xem lại bài thi khi phúc khảo không?;__label__Academic
Mình muốn hỏi về quy định bảo lưu kết quả của khoa Ngôn ngữ Anh.;__label__Academic
Mình muốn hỏi về chuyển trường của khoa Quản trị kinh doanh.;__label__Academic
Mình muốn hỏi về thời gian tối đa hoàn thành chương trình của khoa Sinh học.;__label__Academic
Mình muốn hỏi về lịch thi tập trung của khoa Cơ khí.;__label__Academic
Mình muốn hỏi về quy định cảnh báo học vụ của khoa Khoa học dữ liệu.;__label__Academic
Bao nhiêu điểm thì bị cảnh báo học vụ?;__label__Academic
Mình muốn hỏi về miễn giảm học phần của khoa Quản trị kinh doanh.;__label__Academic
Mình muốn hỏi về chuyển ngành/chuyên ngành của khoa Cơ khí.;__label__Academic
Hạn cuối đóng học phí là ngày nào?;__label__Academic
Mình muốn hỏi về đăng ký tín chỉ phụ của khoa Nông nghiệp.;__label__Academic
Em cần điều kiện cụ thể để đi thực tập trong ngành Quản trị kinh doanh.;__label__Academic
Mình muốn hỏi về thang điểm 4 và thang điểm 10 của khoa Kinh tế.;__label__Academic
Mình muốn hỏi về học phí theo tín chỉ của khoa Cơ khí.;__label__Academic
Có được phúc khảo điểm thi không?;__label__Academic
Mình muốn hỏi về đánh giá rèn luyện của khoa Kinh tế.;__label__Academic
Mình muốn hỏi về công nhận tín chỉ tương đương của khoa Cơ khí.;__label__Academic
Mình muốn hỏi về chuyển trường của khoa Kinh tế.;__label__Academic
Có thể học lớp tín chỉ khác khoa không?;__label__Academic
Mình muốn hỏi về miễn giảm học phí của khoa Kinh tế.;__label__Academic
Có thể nâng điểm bằng cách làm thêm bài tập không?;__label__Academic
Mình muốn hỏi về điểm trung bình tích lũy (GPA) của khoa Khoa học dữ liệu.;__label__Academic
Muốn học vượt thì phải làm sao?;__label__Academic
Một kỳ hè có thể đăng ký bao nhiêu tín chỉ?;__label__Academic
Điều kiện để được học bổng khuyến khích học tập là gì?;__label__Academic
Mình muốn hỏi về thực tập tốt nghiệp của khoa Sinh học.;__label__Academic
Em cần điều kiện cụ thể để đăng ký khóa luận trong ngành Sinh học.;__label__Academic
Điểm học kỳ có làm tròn lên không?;__label__Academic
Có thu thêm phí khi đóng học phí trễ hạn không?;__label__Academic
Khi bị trùng lịch học thì xử lý ra sao ạ?;__label__Academic
Mình muốn hỏi về chính sách hỗ trợ sinh viên khó khăn của khoa Điện tử viễn thông.;__label__Academic
Có được gia hạn thời gian thi cho sinh viên khuyết tật không?;__label__Academic
Mình muốn hỏi về bảo hiểm y tế sinh viên của khoa Điện tử viễn thông.;__label__Academic
Mình muốn hỏi về công nhận tín chỉ tương đương của khoa Công nghệ thông tin.;__label__Academic
Có học bổng giảm 100% học phí không?;__label__Academic
Có thể học song song hai ngành không?;__label__Academic
Tín chỉ tốt nghiệp bao gồm những gì?;__label__Academic
Thầy/cô cho em xin quy định về đăng ký tín chỉ phụ, áp dụng từ học kỳ này được không ạ?;__label__Academic
Điểm đồ án tính như môn học bình thường không?;__label__Academic
Có cần giấy báo dự thi khi vào phòng thi không?;__label__Academic
Mình muốn hỏi về đăng ký tín chỉ phụ của khoa Kinh tế.;__label__Academic
Mình muốn hỏi về thang điểm 4 và thang điểm 10 của khoa Điện tử viễn thông.;__label__Academic
Mức học phí theo tín chỉ cho ngành Nông nghiệp là bao nhiêu ạ?;__label__Academic
Mình muốn hỏi về khung chương trình đào tạo của khoa Khoa học dữ liệu.;__label__Academic
Mình muốn hỏi về miễn giảm học phần của khoa Kinh tế.;__label__Academic
Có thể xem bảng điểm online không?;__label__Academic
Thầy/cô cho em xin quy định về chuyển ngành/chuyên ngành, áp dụng từ học kỳ này được không ạ?;__label__Academic
Mình muốn hỏi về công nhận tín chỉ tương đương của khoa Nông nghiệp.;__label__Academic
Em cần điều kiện cụ thể để đăng ký khóa luận trong ngành Luật.;__label__Academic
Điểm trung bình được tính như thế nào?;__label__Academic
Nếu học chậm tín chỉ có bị cảnh cáo không?;__label__Academic
Mình muốn hỏi về quy định bảo lưu kết quả của khoa Công nghệ thông tin.;__label__Academic
Mình muốn hỏi về hạn rút học phần của khoa Công nghệ thông tin.;__label__Academic
Có được thi sớm hơn lịch không?;__label__Academic
Học vượt năm có được không?;__label__Academic
Mình muốn hỏi về khung chương trình đào tạo của khoa Luật.;__label__Academic
Mình muốn hỏi về khung chương trình đào tạo của khoa Cơ khí.;__label__Academic
Có thể học nhiều lớp cùng một môn không?;__label__Academic
Mình muốn hỏi về đồ án/khóa luận của khoa Quản trị kinh doanh.;__label__Academic
Mình muốn hỏi về khung chương trình đào tạo của khoa Sinh học.;__label__Academic
Có bắt buộc ký tên vào danh sách thi không?;__label__Academic
Nếu bị kỷ luật thi thì có bị ghi vào học bạ không?;__label__Academic
Mình muốn hỏi về khung chương trình đào tạo của khoa Quản trị kinh doanh.;__label__Academic
Thầy/cô cho em xin quy định về điểm trung bình tích lũy (GPA), áp dụng từ học kỳ này được không ạ?;__label__Academic
Em cần điều kiện cụ thể để đi thực tập trong ngành Kinh tế.;__label__Academic
Mình muốn hỏi về quy định cảnh báo học vụ của khoa Công nghệ thông tin.;__label__Academic
Mình muốn hỏi về đánh giá rèn luyện của khoa Quản trị kinh doanh.;__label__Academic
Chuẩn đầu ra của ngành Luật gồm những năng lực nào ạ?;__label__Academic
Mình muốn hỏi về thực tập tốt nghiệp của khoa Điện tử viễn thông.;__label__Academic
Có cần học đủ tín chỉ tự chọn không?;__label__Academic
Sinh viên đóng học phí bằng thẻ tín dụng được không?;__label__Academic
Có được công nhận tín chỉ từ trường khác không?;__label__Academic
Mình muốn hỏi về đăng ký tín chỉ phụ của khoa Khoa học dữ liệu.;__label__Academic
Mình muốn hỏi về khung chương trình đào tạo của khoa Công nghệ thông tin.;__label__Academic
Có thể đóng học phí nhiều kỳ một lần không?;__label__Academic
Mình muốn hỏi về chính sách hỗ trợ sinh viên khó khăn của khoa Nông nghiệp.;__label__Academic
Mình muốn hỏi về công nhận mở lớp học phần của khoa Nông nghiệp.;__label__Academic
Có thể đóng học phí tại ngân hàng không?;__label__Academic
Em cần điều kiện cụ thể để đi thực tập trong ngành Nông nghiệp.;__label__Academic
Điểm rèn luyện được tính theo tiêu chí nào và ảnh hưởng gì đến học bổng ạ?;__label__Academic
Có được xóa điểm môn học không?;__label__Academic
Mình muốn hỏi về lịch thi tập trung của khoa Công nghệ thông tin.;__label__Academic
Mình muốn hỏi về khung chương trình đào tạo của khoa Điện tử viễn thông.;__label__Academic
Em cần điều kiện cụ thể để đi thực tập trong ngành Công nghệ thông tin.;__label__Academic
Sinh viên thi trùng lịch thì xử lý thế nào?;__label__Academic
Có được mang đồng hồ điện tử vào phòng thi không?;__label__Academic
Có được đổi ca thi không?;__label__Academic
Có quy định làm tròn điểm không?;__label__Academic
Có giới hạn số tín chỉ trong toàn khóa học không?;__label__Academic
Nếu không có điểm giữa kỳ thì điểm tổng kết tính thế nào?;__label__Academic
Mình muốn hỏi về đánh giá rèn luyện của khoa Nông nghiệp.;__label__Academic
Nếu điểm thấp thì có thể học cải thiện không?;__label__Academic
Chuẩn đầu ra của ngành Quản trị kinh doanh gồm những năng lực nào ạ?;__label__Academic
Có học bổng toàn phần không?;__label__Academic
Em muốn xin xác nhận sinh viên để xin thực tập, quy trình như thế nào ạ?;__label__Academic
Nếu không đóng học phí thì có được bảo lưu không?;__label__Academic
Mình muốn hỏi về chuyển trường của khoa Nông nghiệp.;__label__Academic
Thầy/cô cho em xin quy định về quy định bảo lưu kết quả, áp dụng từ học kỳ này được không ạ?;__label__Academic
Thủ tục chuyển ngành cần những giấy tờ gì ạ?;__label__Academic
Mình muốn hỏi về đăng ký học phần của khoa Điện tử viễn thông.;__label__Academic
Mình muốn hỏi về cấp bảng điểm tiếng Anh của khoa Công nghệ thông tin.;__label__Academic
Mình muốn hỏi về thang điểm 4 và thang điểm 10 của khoa Ngôn ngữ Anh.;__label__Academic
Em cần điều kiện cụ thể để xét tốt nghiệp trong ngành Khoa học dữ liệu.;__label__Academic
Thầy/cô cho em xin quy định về lịch thi tập trung, áp dụng từ học kỳ này được không ạ?;__label__Academic
Mình muốn hỏi về khung chương trình đào tạo của khoa Nông nghiệp.;__label__Academic
Điểm rèn luyện ảnh hưởng thế nào đến học bổng?;__label__Academic
Có được trả góp học phí không?;__label__Academic
Điều kiện để đăng ký học vượt tín chỉ là gì?;__label__Academic
Có thể khiếu nại nếu giảng viên chấm thiếu điểm không?;__label__Academic
Thầy/cô cho em xin quy định về chính sách hỗ trợ sinh viên khó khăn, áp dụng từ học kỳ này được không ạ?;__label__Academic
Em cần điều kiện cụ thể để xét tốt nghiệp trong ngành Điện tử viễn thông.;__label__Academic
Mình muốn hỏi về miễn giảm học phí của khoa Công nghệ thông tin.;__label__Academic
Điểm kiểm tra miệng có bắt buộc không?;__label__Academic
Mình muốn hỏi về thang điểm 4 và thang điểm 10 của khoa Công nghệ thông tin.;__label__Academic
Nếu chưa đủ tín chỉ thì có được thi tốt nghiệp không?;__label__Academic
Mình muốn hỏi về công nhận mở lớp học phần của khoa Luật.;__label__Academic
Nếu học lại thì tín chỉ có bị tính thêm không?;__label__Academic
Mình muốn hỏi về hạn rút học phần của khoa Nông nghiệp.;__label__Academic
Mình muốn hỏi về đồ án/khóa luận của khoa Nông nghiệp.;__label__Academic
Có được thi bổ sung nếu bỏ lỡ kỳ thi chính không?;__label__Academic
Thời gian bảo lưu tối đa bao nhiêu kỳ?;__label__Academic
Cách tính điểm trung bình học kỳ theo thang điểm 4 như thế nào ạ?;__label__Academic
Khi nào công bố danh sách coi thi ạ?;__label__Academic
Quy định về học trước trong chương trình đào tạo là gì ạ?;__label__Academic
Điểm phúc khảo cao hơn có bị giảm xuống không?;__label__Academic
Có thể thay thế tín chỉ tự chọn bằng luận văn không?;__label__Academic
Có giới hạn tín chỉ môn học lại không?;__label__Academic
Em cần điều kiện cụ thể để xét tốt nghiệp trong ngành Sinh học.;__label__Academic
Mình muốn hỏi về chuẩn đầu ra của khoa Cơ khí.;__label__Academic
Mình muốn hỏi về thời gian tối đa hoàn thành chương trình của khoa Công nghệ thông tin.;__label__Academic
Em cần điều kiện cụ thể để đi thực tập trong ngành Điện tử viễn thông.;__label__Academic
Mình muốn hỏi về chuyển trường của khoa Ngôn ngữ Anh.;__label__Academic
Nếu làm bài sai mã đề thì sao?;__label__Academic
Thầy/cô cho em xin quy định về chuyển trường, áp dụng từ học kỳ này được không ạ?;__label__Academic
Nếu quên bút thì có được mượn bạn cùng phòng thi không?;__label__Academic
Em cần điều kiện cụ thể để đi thực tập trong ngành Luật.;__label__Academic
Học phí ngành Công nghệ thông tin bao nhiêu?;__label__Academic
Học bổng cấp bao nhiêu tiền một tháng?;__label__Academic
Sinh viên có được đóng học phí theo từng môn không?;__label__Academic
Học phí một tín chỉ là bao nhiêu?;__label__Academic
Mình muốn hỏi về quy định bảo lưu kết quả của khoa Khoa học dữ liệu.;__label__Academic
Mình muốn hỏi về quy định cảnh báo học vụ của khoa Quản trị kinh doanh.;__label__Academic
Nếu đóng thừa học phí có được hoàn lại không?;__label__Academic
Em cần điều kiện cụ thể để đăng ký khóa luận trong ngành Điện tử viễn thông.;__label__Academic
Có thể nộp bài thi sớm không?;__label__Academic
Điều kiện và mốc thời gian tạm dừng học là gì ạ?;__label__Academic
Mình muốn hỏi về chuẩn đầu ra của khoa Ngôn ngữ Anh.;__label__Academic
Thầy/cô cho em xin quy định về khung chương trình đào tạo, áp dụng từ học kỳ này được không ạ?;__label__Academic
Chuẩn đầu ra của ngành Ngôn ngữ Anh gồm những năng lực nào ạ?;__label__Academic
Mình muốn hỏi về đánh giá rèn luyện của khoa Sinh học.;__label__Academic
Có được miễn thi nếu đủ điểm quá trình không?;__label__Academic
Điểm học lại có thay thế điểm cũ không?;__label__Academic
Mình muốn hỏi về đồ án/khóa luận của khoa Khoa học dữ liệu.;__label__Academic
Mình muốn hỏi về tiên quyết và học trước của khoa Công nghệ thông tin.;__label__Academic
Có được sử dụng tai nghe khi thi ngoại ngữ không?;__label__Academic
Sinh viên có thể đóng học phí theo đợt không?;__label__Academic
Khi nào trường thông báo mức học phí mới?;__label__Academic
Điểm rèn luyện tối thiểu để được xét học bổng là bao nhiêu?;__label__Academic
Đóng học phí online bằng cách nào?;__label__Academic
Mức học phí theo tín chỉ cho ngành Sinh học là bao nhiêu ạ?;__label__Academic
Có thể học chương trình song bằng không?;__label__Academic
Em cần điều kiện cụ thể để đăng ký khóa luận trong ngành Quản trị kinh doanh.;__label__Academic
Mình muốn hỏi về đăng ký song ngành của khoa Kinh tế.;__label__Academic
Mình muốn hỏi về quy định cảnh báo học vụ của khoa Kinh tế.;__label__Academic
Học phí ngành Kinh tế bao nhiêu một kỳ?;__label__Academic
Nếu phát hiện đề thi bị sai thì xử lý thế nào?;__label__Academic
Mình muốn hỏi về đăng ký học phần của khoa Kinh tế.;__label__Academic
Mình muốn hỏi về hạn rút học phần của khoa Kinh tế.;__label__Academic
Thầy/cô cho em xin quy định về đăng ký học phần, áp dụng từ học kỳ này được không ạ?;__label__Academic
Thầy/cô cho em xin quy định về học lại và cải thiện điểm, áp dụng từ học kỳ này được không ạ?;__label__Academic
Có được khiếu nại nếu thấy điểm chấm sai không?;__label__Academic
Bao nhiêu điểm thì được loại giỏi?;__label__Academic
Khi bị trùng lịch thi thì xử lý ra sao ạ?;__label__Academic
Nếu chuyển ngành thì tín chỉ được bảo lưu không?;__label__Academic
Mình muốn hỏi về điểm trung bình tích lũy (GPA) của khoa Kinh tế.;__label__Academic
Thầy/cô cho em xin quy định về thời gian tối đa hoàn thành chương trình, áp dụng từ học kỳ này được không ạ?;__label__Academic
Nếu rút môn thì học phí được hoàn lại không?;__label__Academic
Mình muốn hỏi về chính sách hỗ trợ sinh viên khó khăn của khoa Kinh tế.;__label__Academic
Thầy/cô cho em xin quy định về điều kiện xét học bổng, áp dụng từ học kỳ này được không ạ?;__label__Academic
Thầy/cô cho em xin quy định về công nhận mở lớp học phần, áp dụng từ học kỳ này được không ạ?;__label__Academic
Có được ra khỏi phòng thi sớm không?;__label__Academic
Nếu không tham gia thi thì điểm là bao nhiêu?;__label__Academic
Mình muốn hỏi về đăng ký song ngành của khoa Luật.;__label__Academic
Cho em hỏi thời hạn đóng học phí là khi nào ạ?;__label__Academic
Chuẩn đầu ra của ngành Cơ khí gồm những năng lực nào ạ?;__label__Academic
Mình muốn hỏi về học phí theo tín chỉ của khoa Điện tử viễn thông.;__label__Academic
Em cần điều kiện cụ thể để đăng ký khóa luận trong ngành Kinh tế.;__label__Academic
Có cần học đầy đủ tín chỉ ngoại ngữ không?;__label__Academic
Mình muốn hỏi về học lại và cải thiện điểm của khoa Sinh học.;__label__Academic
Sinh viên bị đình chỉ học có được thi không?;__label__Academic
Điểm D có tính là đạt không?;__label__Academic
Mình muốn hỏi về đăng ký học phần của khoa Luật.;__label__Academic
Mình muốn hỏi về quy định cảnh báo học vụ của khoa Luật.;__label__Academic
Một kỳ được đăng ký tối đa bao nhiêu tín chỉ?;__label__Academic
Chuẩn đầu ra của ngành Sinh học gồm những năng lực nào ạ?;__label__Academic
Mình muốn hỏi về điều kiện xét học bổng của khoa Quản trị kinh doanh.;__label__Academic
Có cần biên lai học phí khi làm thủ tục tốt nghiệp không?;__label__Academic
Thủ tục miễn học cần những giấy tờ gì ạ?;__label__Academic
Quy định về song hành trong chương trình đào tạo là gì ạ?;__label__Academic
Mình muốn hỏi về quy định bảo lưu kết quả của khoa Luật.;__label__Academic
Thầy/cô cho em xin quy định về thang điểm 4 và thang điểm 10, áp dụng từ học kỳ này được không ạ?;__label__Academic
Học tối thiểu bao nhiêu tín chỉ một kỳ?;__label__Academic
Tín chỉ tự chọn có được thay thế bằng tín chỉ khác không?;__label__Academic
Em cần điều kiện cụ thể để xét tốt nghiệp trong ngành Kinh tế.;__label__Academic
Có thể thi trực tuyến không?;__label__Academic
Có được học vượt tín chỉ trong kỳ cuối không?;__label__Academic
Mình muốn hỏi về học phí theo tín chỉ của khoa Khoa học dữ liệu.;__label__Academic
Mình muốn hỏi về đăng ký học phần của khoa Nông nghiệp.;__label__Academic
Cách tính GPA theo thang điểm 4 như thế nào ạ?;__label__Academic
Nếu làm rơi đề thi thì có được phát lại không?;__label__Academic
Mình muốn hỏi về chuyển ngành/chuyên ngành của khoa Kinh tế.;__label__Academic
Có quy định riêng khi thi môn thực hành không?;__label__Academic
Mình muốn hỏi về bảo hiểm y tế sinh viên của khoa Kinh tế.;__label__Academic
Mức học phí theo tín chỉ cho ngành Luật là bao nhiêu ạ?;__label__Academic
Mình muốn hỏi về học phí theo tín chỉ của khoa Công nghệ thông tin.;__label__Academic
Có chính sách miễn giảm học phí không?;__label__Academic
Mình muốn hỏi về quy định cảnh báo học vụ của khoa Nông nghiệp.;__label__Academic
Em cần điều kiện cụ thể để xét tốt nghiệp trong ngành Ngôn ngữ Anh.;__label__Academic
Có được bảo lưu điểm một số môn không?;__label__Academic
Điều kiện và mốc thời gian xóa tên là gì ạ?;__label__Academic
Mình muốn hỏi về hạn rút học phần của khoa Sinh học.;__label__Academic
Mình muốn hỏi về thời gian tối đa hoàn thành chương trình của khoa Kinh tế.;__label__Academic
Thầy/cô cho em xin quy định về hạn rút học phần, áp dụng từ học kỳ này được không ạ?;__label__Academic
Điểm 4.0 quy đổi ra thang 10 là bao nhiêu?;__label__Academic
Sinh viên năm nhất được học tối đa mấy tín chỉ?;__label__Academic
Mình muốn hỏi về tiên quyết và học trước của khoa Sinh học.;__label__Academic
Mình muốn hỏi về miễn giảm học phần của khoa Khoa học dữ liệu.;__label__Academic
Có được miễn một số tín chỉ không?;__label__Academic
Nếu thi trực tuyến bị mất kết nối thì sao?;__label__Academic
Em có thể học vượt không, cần tiêu chí gì ạ?;__label__Academic
Cho em hỏi thời hạn rút học phần là khi nào ạ?;__label__Academic
Em cần điều kiện cụ thể để đi thực tập trong ngành Khoa học dữ liệu.;__label__Academic
Nếu không đủ tiền đóng học phí thì có bị thôi học không?;__label__Academic
Học phí chương trình chất lượng cao là bao nhiêu?;__label__Academic
Mình muốn hỏi về miễn giảm học phần của khoa Công nghệ thông tin.;__label__Academic
Sinh viên bị điểm F quá nhiều có bị buộc thôi học không?;__label__Academic
Em cần điều kiện cụ thể để xét tốt nghiệp trong ngành Nông nghiệp.;__label__Academic
Điểm tốt nghiệp có cộng thêm điểm rèn luyện không?;__label__Academic
Mình muốn hỏi về miễn giảm học phần của khoa Luật.;__label__Academic
Có thể xin thi ghép với lớp khác không?;__label__Academic
Mình muốn hỏi về bảo hiểm y tế sinh viên của khoa Quản trị kinh doanh.;__label__Academic
Mình muốn hỏi về đăng ký song ngành của khoa Nông nghiệp.;__label__Academic
Có được công nhận tín chỉ từ chương trình trao đổi sinh viên không?;__label__Academic
Mình muốn hỏi về miễn giảm học phí của khoa Nông nghiệp.;__label__Academic
Mình muốn hỏi về học phí theo tín chỉ của khoa Sinh học.;__label__Academic
Thầy/cô cho em xin quy định về chuẩn đầu ra, áp dụng từ học kỳ này được không ạ?;__label__Academic
Có thể xin hoãn thi không?;__label__Academic
Em cần điều kiện cụ thể để xét tốt nghiệp trong ngành Cơ khí.;__label__Academic
Mình muốn hỏi về tiên quyết và học trước của khoa Khoa học dữ liệu.;__label__Academic
Mình muốn hỏi về tiên quyết và học trước của khoa Quản trị kinh doanh.;__label__Academic
Thầy/cô cho em xin quy định về tiên quyết và học trước, áp dụng từ học kỳ này được không ạ?;__label__Academic
Mình muốn hỏi về thực tập tốt nghiệp của khoa Quản trị kinh doanh.;__label__Academic
Sinh viên nghèo có được hỗ trợ học phí không?;__label__Academic
Nếu chưa đóng học phí thì có được cấp bảng điểm không?;__label__Academic
Có thể đăng ký thêm tín chỉ ngoài giờ không?;__label__Academic
Mình muốn hỏi về học lại và cải thiện điểm của khoa Quản trị kinh doanh.;__label__Academic
Bao lâu thì hoàn thành một tín chỉ?;__label__Academic
Điểm tiếng Anh đầu ra được tính vào GPA không?;__label__Academic
Mình muốn hỏi về chuyển ngành/chuyên ngành của khoa Công nghệ thông tin.;__label__Academic
Mình muốn hỏi về cấp bảng điểm tiếng Anh của khoa Khoa học dữ liệu.;__label__Academic
Mình muốn hỏi về cấp bảng điểm tiếng Anh của khoa Nông nghiệp.;__label__Academic
Tín chỉ giáo dục thể chất tính vào GPA không?;__label__Academic
Mình muốn hỏi về công nhận tín chỉ tương đương của khoa Quản trị kinh doanh.;__label__Academic
Mình muốn hỏi về công nhận mở lớp học phần của khoa Cơ khí.;__label__Academic
Mình muốn hỏi về công nhận mở lớp học phần của khoa Khoa học dữ liệu.;__label__Academic
Có quy định cộng điểm ưu tiên cho sinh viên chính sách không?;__label__Academic
Em cần điều kiện cụ thể để đăng ký khóa luận trong ngành Khoa học dữ liệu.;__label__Academic
Mình muốn hỏi về điều kiện xét học bổng của khoa Khoa học dữ liệu.;__label__Academic
Có phải đóng thêm phí khi học vượt tín chỉ không?;__label__Academic
Mình muốn hỏi về học lại và cải thiện điểm của khoa Luật.;__label__Academic
Có bắt buộc học tín chỉ quốc phòng an ninh không?;__label__Academic
Có thể đổi tín chỉ tự chọn sang bắt buộc không?;__label__Academic
Nếu vi phạm quy chế thi thì có bị hủy kết quả toàn kỳ không?;__label__Academic
Sinh viên bị đình chỉ thi thì bị điểm gì?;__label__Academic
Mình muốn hỏi về chuyển trường của khoa Khoa học dữ liệu.;__label__Academic
Thầy/cô cho em xin quy định về đăng ký song ngành, áp dụng từ học kỳ này được không ạ?;__label__Academic
Em cần điều kiện cụ thể để đăng ký khóa luận trong ngành Cơ khí.;__label__Academic
Thời gian thi một tín chỉ là bao lâu?;__label__Academic
Nếu đóng sai học phí thì xử lý thế nào?;__label__Academic
Chuẩn đầu ra của ngành Khoa học dữ liệu gồm những năng lực nào ạ?;__label__Academic
Em cần điều kiện cụ thể để đăng ký khóa luận trong ngành Nông nghiệp.;__label__Academic
Mình muốn hỏi về miễn giảm học phần của khoa Nông nghiệp.;__label__Academic
Mình muốn hỏi về thời gian tối đa hoàn thành chương trình của khoa Luật.;__label__Academic
Có thể xin đặc cách qua môn không?;__label__Academic
Có bắt buộc mặc đồng phục khi thi không?;__label__Academic
Mình muốn hỏi về tiên quyết và học trước của khoa Nông nghiệp.;__label__Academic
Có được đổi chỗ ngồi khi thi không?;__label__Academic
Thầy/cô cho em xin quy định về cấp bảng điểm tiếng Anh, áp dụng từ học kỳ này được không ạ?;__label__Academic
Mình muốn hỏi về lịch thi tập trung của khoa Kinh tế.;__label__Academic
Thầy/cô cho em xin quy định về miễn giảm học phần, áp dụng từ học kỳ này được không ạ?;__label__Academic
Mình muốn hỏi về tiên quyết và học trước của khoa Điện tử viễn thông.;__label__Academic
Có được dùng tài liệu trong phòng thi không?;__label__Academic
Mình muốn hỏi về đăng ký tín chỉ phụ của khoa Điện tử viễn thông.;__label__Academic
Thầy/cô cho em xin quy định về công nhận tín chỉ tương đương, áp dụng từ học kỳ này được không ạ?;__label__Academic
Có thể mang giấy nháp vào phòng thi không?;__label__Academic
Có được dùng giấy nháp riêng không?;__label__Academic
Quy định về tiên quyết trong chương trình đào tạo là gì ạ?;__label__Academic
Khi nào có thông báo về hạn đóng học phí?;__label__Academic
Có được mang từ điển vào phòng thi ngoại ngữ không?;__label__Academic
Học phí ngành Y cao hơn ngành khác không?;__label__Academic
Có thể đăng ký môn học ngoài chương trình không?;__label__Academic
Sinh viên bị phát hiện gian lận thì xử lý thế nào?;__label__Academic
Có được mang máy tính lập trình vào phòng thi không?;__label__Academic
Mình muốn hỏi về thực tập tốt nghiệp của khoa Cơ khí.;__label__Academic
Em muốn xin xác nhận sinh viên để vay vốn, quy trình như thế nào ạ?;__label__Academic
Mình muốn hỏi về điều kiện xét học bổng của khoa Luật.;__label__Academic
Mức học phí theo tín chỉ cho ngành Kinh tế là bao nhiêu ạ?;__label__Academic
Nếu đi trễ thì có được vào phòng thi không?;__label__Academic
Điểm thi lại có cao nhất bằng điểm D không?;__label__Academic
Có bắt buộc học giáo dục quốc phòng không?;__label__Academic
Mình muốn hỏi về đồ án/khóa luận của khoa Luật.;__label__Academic
Em cần điều kiện cụ thể để xét tốt nghiệp trong ngành Quản trị kinh doanh.;__label__Academic
Em cần điều kiện cụ thể để đi thực tập trong ngành Sinh học.;__label__Academic
Mình muốn hỏi về miễn giảm học phí của khoa Cơ khí.;__label__Academic
Có ưu đãi học phí cho sinh viên đạt thành tích cao không?;__label__Academic
Mình muốn hỏi về chuyển ngành/chuyên ngành của khoa Quản trị kinh doanh.;__label__Academic
Mình muốn hỏi về cấp bảng điểm tiếng Anh của khoa Cơ khí.;__label__Academic
Khi nào sinh viên được hoàn phí ký túc xá?;__label__Academic
Khi nào công bố lịch phòng thi ạ?;__label__Academic
Mình muốn hỏi về bảo hiểm y tế sinh viên của khoa Sinh học.;__label__Academic
Nếu bị ốm trong ngày thi thì xử lý thế nào?;__label__Academic
Mình muốn hỏi về lịch thi tập trung của khoa Quản trị kinh doanh.;__label__Academic
Có giảm học phí cho sinh viên mồ côi không?;__label__Academic
Mình muốn hỏi về cấp bảng điểm tiếng Anh của khoa Kinh tế.;__label__Academic
Mình muốn hỏi về bảo hiểm y tế sinh viên của khoa Cơ khí.;__label__Academic
Thầy/cô cho em xin quy định về học phí theo tín chỉ, áp dụng từ học kỳ này được không ạ?;__label__Academic
Mình muốn hỏi về công nhận tín chỉ tương đương của khoa Ngôn ngữ Anh.;__label__Academic
Mình muốn hỏi về thời gian tối đa hoàn thành chương trình của khoa Cơ khí.;__label__Academic
Nếu trễ hạn đóng học phí thì sao?;__label__Academic
Chuẩn đầu ra của ngành Điện tử viễn thông gồm những năng lực nào ạ?;__label__Academic
